Municipio,Sector,Estrato,Servicio,Cargo Fijo,Cargo por Consumo Menor,Cargo por Consumo Mayor,Cargo por Consumo,Suspensión,Reinstalación,Reconexión,Corte,Año,Mes
Todos,Todos,Todos,acueducto,0.00,0.00,0.00,0.00,10326.62,8851.87,16229.00,17703.74,2018,Octubre
Medellín,Residencial,1,Acueducto,3537.87,846.78,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Sabaneta,Comercial,Comercial,Acueducto,13709.25,0.00,0.00,3281.26,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Medellín,Residencial,6,Alcantarillado,7593.04,2910.85,2910.85,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Caldas,Comercial,Comercial,Alcantarillado,7118.48,0.00,0.00,1094.54,10326.62,8851.87,16229.00,17703.74,2018,Octubre
Envigado,Residencial,2,Alcantarillado,2847.39,1091.57,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Envigado,Residencial,2,Acueducto,5306.81,1270.16,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Sabaneta,Residencial,6,Acueducto,14151.49,3387.10,3387.10,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Itaguí,Residencial,5,Alcantarillado,7118.48,2728.92,2728.92,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
La Estrella,Residencial,1,Acueducto,4422.34,1058.47,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Caldas,Residencial,5,Alcantarillado,7118.48,1194.54,1194.54,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Bello,Oficial y Exenta,Oficial y Exenta,Acueducto,8844.68,0.00,0.00,2116.94,0.00,0.00,0.00,0.00,2018,Octubre
Bello,Residencial,5,Alcantarillado,8542.17,3274.70,3274.70,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Medellín,Residencial,5,Alcantarillado,7118.48,2728.92,2728.92,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Caldas,Residencial,4,Acueducto,8844.68,1640.26,1640.26,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
La Estrella,Comercial,Comercial,Acueducto,13709.25,0.00,0.00,3281.26,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Sabaneta,Oficial y Exenta,Oficial y Exenta,Alcantarillado,4745.65,0.00,0.00,1819.28,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Bello,Residencial,3,Alcantarillado,4271.09,1637.35,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Girardota,Residencial,1,Alcantarillado,1423.70,545.78,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Medellín,Residencial,5,Acueducto,13267.02,3175.41,3175.41,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
La Estrella,Industrial,Industrial,Alcantarillado,6643.91,0.00,0.00,2546.99,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Barbosa,Industrial,Industrial,Alcantarillado,7118.48,0.00,0.00,1667.02,10326.62,8851.87,16229.00,17703.74,2018,Octubre
Copacabana,Residencial,4,Acueducto,8844.68,2116.94,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Barbosa,Industrial,Industrial,Acueducto,13267.02,0.00,0.00,2282.90,0.00,0.00,0.00,0.00,2018,Octubre
Sabaneta,Residencial,3,Acueducto,8579.34,2053.43,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Barbosa,Residencial,5,Alcantarillado,7118.48,1667.02,1667.02,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Barbosa,Residencial,5,Acueducto,13267.02,2282.90,2282.90,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Medellín,Residencial,3,Alcantarillado,4152.44,1591.87,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Envigado,Comercial,Comercial,Alcantarillado,7355.76,0.00,0.00,2819.88,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Medellín,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2356.87,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Bello,Residencial,5,Acueducto,11111.15,4242.37,4242.37,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Itaguí,Residencial,2,Alcantarillado,2302.89,1217.19,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
La Estrella,Residencial,1,Acueducto,3086.43,1178.44,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Envigado,Residencial,6,Acueducto,10617.32,4053.82,4053.82,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Medellín,Residencial,4,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Envigado,Residencial,5,Acueducto,10185.22,3888.84,3888.84,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Envigado,Industrial,Industrial,Alcantarillado,5314.35,0.00,0.00,2808.90,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Itaguí,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1872.60,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Sabaneta,Residencial,2,Acueducto,3703.72,1414.12,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Itaguí,Comercial,Comercial,Acueducto,9876.58,0.00,0.00,3770.99,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,2808.90,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Girardota,Comercial,Comercial,Acueducto,9259.29,0.00,0.00,3535.31,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Sabaneta,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1872.60,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Medellín,Residencial,5,Alcantarillado,5314.35,2808.90,2808.90,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Barbosa,Residencial,3,Acueducto,6172.86,1735.20,1735.20,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Barbosa,Residencial,5,Alcantarillado,5314.35,1787.00,1787.00,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Itaguí,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,2808.90,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Itaguí,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2356.87,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Medellín,Residencial,1,Acueducto,2469.14,942.75,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Todos,Todos,Todos,Acueducto,0.00,0.00,0.00,0.00,10326.62,8851.87,16229.00,17703.74,2018,Noviembre
Envigado,Comercial,Comercial,Acueducto,9567.93,0.00,0.00,3653.15,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Envigado,Residencial,6,Alcantarillado,5881.21,3108.52,3108.52,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Envigado,Residencial,2,Acueducto,3703.72,1414.12,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Bello,Industrial,Industrial,Acueducto,9259.29,0.00,0.00,3535.31,0.00,0.00,0.00,0.00,2018,Noviembre
Envigado,Residencial,1,Alcantarillado,1062.87,561.78,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Girardota,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1872.60,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Girardota,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,2808.90,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Residencial,2,Alcantarillado,3046.89,799.51,929.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Barbosa,Residencial,4,Alcantarillado,3542.90,1191.33,1191.33,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Residencial,6,Acueducto,9876.58,2846.22,2846.22,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,1778.89,10326.62,8851.87,16229.00,17703.74,2018,Noviembre
Girardota,Industrial,Industrial,Acueducto,9259.29,0.00,0.00,3535.31,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Sabaneta,Residencial,6,Alcantarillado,5668.64,2996.16,2996.16,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Bello,Residencial,5,Alcantarillado,6377.22,3370.68,3370.68,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Sabaneta,Industrial,Industrial,Acueducto,8870.40,0.00,0.00,3386.82,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
La Estrella,Residencial,4,Alcantarillado,3542.90,1872.60,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Sabaneta,Comercial,Comercial,Alcantarillado,5491.50,0.00,0.00,2902.53,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Residencial,1,Alcantarillado,2905.18,762.32,929.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Sabaneta,Industrial,Industrial,Alcantarillado,5151.38,0.00,0.00,2722.76,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Barbosa,Residencial,5,Acueducto,9259.29,2602.80,2602.80,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Bello,Residencial,2,Acueducto,3703.72,1414.12,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Sabaneta,Residencial,4,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Medellín,Residencial,3,Alcantarillado,3100.04,1638.53,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Girardota,Residencial,5,Acueducto,9259.29,3535.31,3535.31,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Girardota,Residencial,3,Acueducto,5246.93,2003.34,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Residencial,1,Acueducto,3333.34,960.60,1778.89,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Envigado,Residencial,4,Alcantarillado,3542.90,1872.60,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Itaguí,Residencial,4,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Barbosa,Residencial,3,Alcantarillado,3542.90,1191.33,1191.33,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Industrial,Industrial,Acueducto,8024.72,0.00,0.00,3919.47,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Girardota,Residencial,3,Alcantarillado,3011.47,1591.71,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Girardota,Residencial,2,Alcantarillado,2125.74,1123.56,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Sabaneta,Residencial,3,Alcantarillado,3330.33,1760.24,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Barbosa,Residencial,1,Alcantarillado,2657.18,893.50,1191.33,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Bello,Residencial,2,Alcantarillado,2125.74,1123.56,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Itaguí,Residencial,1,Alcantarillado,1948.60,1029.93,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Girardota,Residencial,4,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Bello,Residencial,4,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Barbosa,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,1735.20,0.00,0.00,0.00,0.00,2018,Noviembre
Medellín,Residencial,4,Alcantarillado,3542.90,1872.60,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Sabaneta,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2356.87,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Envigado,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2356.87,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Itaguí,Residencial,2,Acueducto,4012.36,1376.01,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Residencial,3,Acueducto,6172.86,1778.89,1778.89,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Bello,Residencial,4,Alcantarillado,3542.90,1872.60,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Itaguí,Residencial,5,Alcantarillado,5314.35,2808.90,2808.90,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Industrial,Industrial,Alcantarillado,4605.77,0.00,0.00,2434.38,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Residencial,6,Alcantarillado,5668.64,1487.46,1487.46,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Bello,Residencial,1,Alcantarillado,1062.87,561.78,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Barbosa,Comercial,Comercial,Acueducto,9259.29,0.00,0.00,2602.80,0.00,0.00,0.00,0.00,2018,Noviembre
Girardota,Residencial,2,Acueducto,3703.72,1414.12,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Comercial,Comercial,Acueducto,9259.29,0.00,0.00,2668.34,0.00,0.00,0.00,0.00,2018,Noviembre
Bello,Residencial,3,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Barbosa,Residencial,2,Acueducto,4938.29,1388.16,1735.20,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Girardota,Residencial,6,Acueducto,9876.58,3770.99,3770.99,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Residencial,5,Acueducto,9259.29,2668.34,2668.34,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Medellín,Residencial,3,Acueducto,5401.25,2062.26,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Medellín,Residencial,6,Acueducto,9876.58,3770.99,3770.99,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Itaguí,Residencial,3,Acueducto,5864.22,2239.03,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Residencial,3,Alcantarillado,3542.90,1872.60,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Residencial,5,Alcantarillado,5314.35,1394.49,1394.49,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Envigado,Residencial,1,Acueducto,1851.86,707.06,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
La Estrella,Residencial,5,Alcantarillado,5314.35,2808.90,2808.90,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Residencial,6,Alcantarillado,6270.93,3314.50,3314.50,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Medellín,Residencial,1,Alcantarillado,1417.16,749.04,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
La Estrella,Residencial,1,Alcantarillado,1771.45,936.30,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Bello,Residencial,6,Acueducto,11111.15,4242.37,4242.37,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Barbosa,Residencial,1,Acueducto,4321.00,1214.64,1735.20,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Residencial,1,Acueducto,3086.43,1178.44,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Residencial,5,Alcantarillado,5314.35,2808.90,2808.90,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
La Estrella,Industrial,Industrial,Acueducto,8642.00,0.00,0.00,3299.62,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Girardota,Residencial,4,Alcantarillado,3542.90,1872.60,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Girardota,Industrial,Industrial,Alcantarillado,5314.35,0.00,0.00,2808.90,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Envigado,Residencial,4,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2356.87,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
La Estrella,Comercial,Comercial,Alcantarillado,5491.50,0.00,0.00,2902.53,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Bello,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1872.60,10326.62,8851.87,16229.00,17703.74,2018,Noviembre
Medellín,Residencial,2,Acueducto,3703.72,1414.12,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Medellín,Industrial,Industrial,Alcantarillado,4605.77,0.00,0.00,2434.38,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Sabaneta,Residencial,3,Acueducto,5987.67,2286.16,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Residencial,4,Alcantarillado,3542.90,1872.60,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,929.66,0.00,0.00,0.00,0.00,2018,Noviembre
La Estrella,Residencial,2,Alcantarillado,2125.74,1123.56,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Envigado,Comercial,Comercial,Alcantarillado,5491.50,0.00,0.00,2902.53,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Residencial,1,Alcantarillado,1771.45,936.30,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,1394.49,10326.62,8851.87,16229.00,17703.74,2018,Noviembre
Caldas,Residencial,3,Alcantarillado,3401.18,883.18,929.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Barbosa,Industrial,Industrial,Alcantarillado,5314.35,0.00,0.00,1787.00,10326.62,8851.87,16229.00,17703.74,2018,Noviembre
Girardota,Residencial,5,Alcantarillado,5314.35,2808.90,2808.90,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
La Estrella,Residencial,6,Alcantarillado,5668.64,2996.16,2996.16,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Residencial,6,Acueducto,11913.62,4548.76,4548.76,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Medellín,Residencial,6,Alcantarillado,5668.64,2996.16,2996.16,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Envigado,Residencial,3,Alcantarillado,3294.90,1741.52,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
La Estrella,Industrial,Industrial,Alcantarillado,4960.06,0.00,0.00,2621.64,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Envigado,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1872.60,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Barbosa,Residencial,6,Acueducto,9876.58,2776.32,2776.32,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Itaguí,Industrial,Industrial,Acueducto,8642.00,0.00,0.00,3299.62,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Sabaneta,Residencial,6,Acueducto,9876.58,3770.99,3770.99,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
La Estrella,Residencial,5,Acueducto,9259.29,3535.31,3535.31,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Barbosa,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1191.33,10326.62,8851.87,16229.00,17703.74,2018,Noviembre
Barbosa,Residencial,2,Alcantarillado,2834.32,953.06,1191.33,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Girardota,Residencial,1,Acueducto,1851.86,707.06,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Sabaneta,Comercial,Comercial,Acueducto,9567.93,0.00,0.00,3653.15,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Itaguí,Residencial,6,Acueducto,9876.58,3770.99,3770.99,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Medellín,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1872.60,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Bello,Residencial,3,Alcantarillado,3188.61,1685.34,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Envigado,Industrial,Industrial,Acueducto,9567.93,0.00,0.00,3653.15,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Comercial,Comercial,Acueducto,9259.29,0.00,0.00,3919.47,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Itaguí,Residencial,1,Acueducto,3395.07,1296.28,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Sabaneta,Residencial,2,Alcantarillado,2125.74,1123.56,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
La Estrella,Comercial,Comercial,Acueducto,9567.93,0.00,0.00,3653.15,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
La Estrella,Residencial,3,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Residencial,4,Alcantarillado,3542.90,929.66,929.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Envigado,Residencial,3,Acueducto,5864.22,2239.03,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Residencial,2,Acueducto,3827.17,1461.26,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1872.60,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Itaguí,Residencial,6,Alcantarillado,5668.64,2996.16,2996.16,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Medellín,Residencial,2,Alcantarillado,2125.74,1123.56,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Residencial,4,Acueducto,6172.86,1778.89,1778.89,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Girardota,Residencial,1,Alcantarillado,1062.87,561.78,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
La Estrella,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2356.87,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Industrial,Industrial,Alcantarillado,4605.77,0.00,0.00,1208.56,0.00,0.00,0.00,0.00,2018,Noviembre
Itaguí,Residencial,4,Alcantarillado,3542.90,1872.60,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Girardota,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2356.87,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Residencial,2,Alcantarillado,2125.74,1123.56,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Residencial,4,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Bello,Residencial,6,Alcantarillado,6377.22,3370.68,3370.68,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Medellín,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,2808.90,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
La Estrella,Residencial,3,Alcantarillado,3542.90,1872.60,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Residencial,2,Acueducto,5246.93,1512.06,1778.89,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Barbosa,Residencial,6,Alcantarillado,5668.64,1906.13,1906.13,0.00,0.00,0.00,0.00,0.00,2018,Noviembre
La Estrella,Residencial,4,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Sabaneta,Residencial,1,Alcantarillado,1062.87,561.78,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Envigado,Residencial,2,Alcantarillado,2125.74,1123.56,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Sabaneta,Residencial,5,Acueducto,9259.29,3535.31,3535.31,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Girardota,Residencial,6,Alcantarillado,5668.64,2996.16,2996.16,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Bello,Comercial,Comercial,Acueducto,9567.93,0.00,0.00,3653.15,0.00,0.00,0.00,0.00,2018,Noviembre
Barbosa,Residencial,4,Acueducto,6172.86,1735.20,1735.20,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
La Estrella,Residencial,6,Acueducto,9876.58,3770.99,3770.99,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Itaguí,Industrial,Industrial,Alcantarillado,4605.77,0.00,0.00,2434.38,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Itaguí,Residencial,5,Acueducto,9259.29,3535.31,3535.31,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Barbosa,Industrial,Industrial,Acueducto,9259.29,0.00,0.00,2602.80,0.00,0.00,0.00,0.00,2018,Noviembre
Bello,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2356.87,0.00,0.00,0.00,0.00,2018,Noviembre
La Estrella,Residencial,2,Acueducto,3703.72,1414.12,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Bello,Comercial,Comercial,Alcantarillado,5491.50,0.00,0.00,2902.53,10326.62,8851.87,16229.00,17703.74,2018,Noviembre
Envigado,Residencial,5,Alcantarillado,5597.78,2958.71,2958.71,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Barbosa,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,1787.00,10326.62,8851.87,16229.00,17703.74,2018,Noviembre
Bello,Industrial,Industrial,Alcantarillado,5314.35,0.00,0.00,2808.90,10326.62,8851.87,16229.00,17703.74,2018,Noviembre
Medellín,Industrial,Industrial,Acueducto,8024.72,0.00,0.00,3063.93,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Sabaneta,Residencial,1,Acueducto,1851.86,707.06,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Sabaneta,Residencial,4,Alcantarillado,3542.90,1872.60,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Industrial,Industrial,Acueducto,8024.72,0.00,0.00,2312.56,10326.62,8851.87,16229.00,17703.74,2018,Noviembre
